Title,Year,Rated,Released,Runtime,Plot,Poster,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
Tiger Woods PGA Tour 06,2005,N/A,N/A,N/A,"Tiger Woods PGA Tour 2006 delivers ultra-realistic course environments for gamers who'd like to feel the tension, pressure and excitement of championship golf tournament play. Players are put to the test of making perfect tee shots or sinking tournament-winning putts in crunch time. Golf's greatest commentators return, as David Feherty and Gary McCord provide their commentary and irreverent observations on each round.",https://m.media-amazon.com/images/M/MV5BMTc0MDg5MTIxMl5BMl5BanBnXkFtZTcwMDM2NzEzMQ@@._V1_SX300.jpg,N/A,7.1,56,tt0490228,N/A
The Game Plan,2007,PG,28 Sep 2007,110 min,"Joe Kingman is a huge football star. He's got women, money, and a good career. Everything is perfect for him. Then one day an 8 year old girl shows up at his door telling him that she's his daughter from a past relationship. Once he has proof that she is for a fact his, he tries but fails miserably at ""parenting."" From problems such as his super speedy car with no backseat, to leaving her in a bar at 3 am, he's got a lot to deal with. Eventually though, she gets him, (and his football team) wrapped around her finger. When she has a near-death experience and Joe finds out her mother died early that year, he wants her to move and live with him. Her aunt though disagrees and takes her home. Joe has to play the game of his life and when he's injured, and things don't look good for him, his daughter comes out and gets him right back on the field.",https://m.media-amazon.com/images/M/MV5BYjIzMDQ1ZDctNTUwOC00YmQyLTlhZGItNDIwZDIwMjcxMzVjXkEyXkFqcGc@._V1_SX300.jpg,44,6.4,"101,490",tt0492956,"$90,648,202"
A Day in the Life of a 6 Ft. Black Man,1995,N/A,17 Sep 1995,65 min,"One tumultuous day in one man's life where he encounters pitfalls, tragedy, heartbreak and disappointment, until his mind, emotions and tolerance reaches the ultimate breaking point.",N/A,N/A,7.9,34,tt0498483,N/A
A Millionaire's First Love,2006,N/A,09 Feb 2006,116 min,"Jae-Kyung (Hyun-Bin ) is a tough guy, who is a high school senior,If he turns 19 years means, he could be a millionaire by inheriting his deceased grandfather's wealth. Unfortunately his family lawyer informs Jae-Kyung about the will from his grandfather. In his will grandfather stated he can only become a millionaire after he graduates from Boram High School,a countryside local school. He has no other choice to avoid. Life became worse there and he can't use his money or make friends. In his class, he meets Eun-Hwan (Lee Yeon-Hee)a pretty girl. She's some kind of different from others. Things change Jae-Kyung's mind and became close to their new friends. Eventually he fell in love with Eun-Hwan and things become strong after he knows about her secrets.",https://m.media-amazon.com/images/M/MV5BYzFjNDAxOGEtYTExNy00OTZjLWE1OGItMGE0ZmY2ODE0ZTAzXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.2,"5,439",tt0757157,N/A
Dark Storm,2006,PG-13,15 Jun 2006,89 min,"On a secret military base a group of scientists have made a discovery unequaled since the invention of the A-bomb; code-named Eruptor, it's a device that supercharges Dark Matter and uses it to change the molecular structure of its target, thereby eradicating it. But when the Eruptor malfunctions and a leading scientist on the project is blasted with Dark Matter, he receives incredible abilities that allow him to control the weather, as the same device now threatens the world!",https://m.media-amazon.com/images/M/MV5BMTc5ODk4ZjAtNzQ1Mi00NTVjLTk0OWMtOTE3YzlmZDZlYWY4XkEyXkFqcGc@._V1_SX300.jpg,N/A,3.2,"1,015",tt0758740,N/A
Love & Other Drugs,2010,R,24 Nov 2010,112 min,"Maggie (Hathaway) is an alluring free spirit who won't let anyone - or anything - tie her down. But she meets her match in Jamie (Gyllenhaal), whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. Maggie and Jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love.",https://m.media-amazon.com/images/M/MV5BMTgxOTczODEyMF5BMl5BanBnXkFtZTcwMDc0NDY4Mw@@._V1_SX300.jpg,55,6.7,"231,932",tt0758752,"$32,367,005"
I Think I Love My Wife,2007,R,16 Mar 2007,90 min,"Brenda wears comfortable, cotton panties; Nikki wears sheer, lacy thongs. Richard Cooper is in the middle, with a good job in Manhattan, a house in the suburbs, and two cute children with Brenda, his intelligent, good-looking wife who's a teacher. But there's no sex in this seven-year marriage, so Richard's bored. Into the mix walks Nikki, a sexy, sassy, single friend he's not seen in years. Nikki has problems and finds a reason to stop at his office every day. He tries to help, they have some fun, and he doesn't mention Nikki to Brenda. His work and reputation suffer. Is he about to scratch the seven year itch? What choices does Richard have?",https://m.media-amazon.com/images/M/MV5BMzA0NTcxODEyN15BMl5BanBnXkFtZTcwOTA4MjI0MQ@@._V1_SX300.jpg,49,5.5,"17,699",tt0770772,"$12,550,605"
The Dead Girl,2006,R,27 Apr 2006,85 min,"In Los Angeles, a story about a dead girl, told in five chapters. A woman, miserable in her circumscribed life caring for her domineering mother, finds a body. Somehow, this discovery allows her to change. At the morgue, the sister of a girl missing for 15 years believes the body is that of her sister; this liberates her. An older woman, married to a man who pays her little attention, finds evidence in a storage unit; how will she handle it? The mother of the dead girl, who left home some years before, visits the last place her daughter lived and makes her own discoveries. Last, we flash back to the victim's final day.",https://m.media-amazon.com/images/M/MV5BNzE4MDYzMzg3MF5BMl5BanBnXkFtZTcwNDU2ODA0MQ@@._V1_SX300.jpg,65,6.6,"16,447",tt0783238,"$19,875"
Season of the Tiger,2006–,N/A,01 Apr 2006,N/A,N/A,N/A,N/A,7.7,9,tt0784938,
Fear(s) of the Dark,2007,Unrated,13 Feb 2008,83 min,Different black-and-white animation techniques tell several scary stories. There's a story of a teenage boy who meets the wrong girl. Another tale deals with a small community where people disappear and are never seen again. Then there's the narrative of a little Japanese girl who suffers from horrible nightmares followed by a tale where a man doesn't get the rest he hoped for in an old not-so-abandoned house. These stories are connected by the story about a man with a devilish smile and four enormous dogs from hell and by a woman's monologue about her fears.,https://m.media-amazon.com/images/M/MV5BMTUwOTczMjQ5OV5BMl5BanBnXkFtZTcwNjI3MTI5MQ@@._V1_SX300.jpg,69,6.6,"3,261",tt0792986,"$77,876"
"Crouching Tiger, Hidden Dragon",2003,N/A,09 Dec 2003,N/A,"Control Lu Mu Bi, Shu Lien, Jen, and Dark Cloud as you take part in the story of the film Crouching Tiger, Hidden Dragon. This time however, your actions decide the final ending.",https://m.media-amazon.com/images/M/MV5BM2QzNDZhMjctMDMzMy00Y2ZjLWE3YjMtMGJiZmU0ODFlZWVkXkEyXkFqcGdeQXVyNzg5OTk2OA@@._V1_SX300.jpg,N/A,8.0,"1,279",tt0795363,N/A
Death at a Funeral,2007,R,07 Sep 2007,90 min,"Daniel is a decent young man, married to Jane, still living at his father's home. When his father dies, it is up to him to organize his funeral. On this painful morning, the suitable grave expression on his face, Daniel is ready to welcome his father's friends and relatives. But preserving the dignity inherent in such circumstances will be a hard task. Particularly with an undertaker who botches his work, the return from the USA of his famous but selfish brother, his cousin's fiancé who has accidentally ingested drugs, the presence a moron who takes advantage of the sad event to win back the heart (or rather the body) of a woman who is about to marry another, of a handicapped old uncle who is also the most unbearable pain in the neck. To cap it all, Daniel notices the presence among the mourners of a mysterious dwarf nobody else seems to know...",https://m.media-amazon.com/images/M/MV5BMjE4OTIyNTM1MF5BMl5BanBnXkFtZTcwMjUzNTg0MQ@@._V1_SX300.jpg,67,7.3,"123,501",tt0795368,"$8,580,428"
Scary Movie V,2013,PG-13,12 Apr 2013,86 min,"Happily-married couple Dan and Jody begin to notice some bizarre activity once they bring their lost nieces and nephew home. But when the chaos expands into Jody's job as a ballet dancer and Dan's career as an Ape researcher, they realize their family is being stalked by a nefarious demon. Together, with the advice of a psychic and the aid of numerous surveillance cameras, they must figure out how to get rid of it before it's too late.",https://m.media-amazon.com/images/M/MV5BMTc5OTIxMjQ4NF5BMl5BanBnXkFtZTcwOTAyNDcyOQ@@._V1_SX300.jpg,11,3.5,"78,741",tt0795461,"$32,015,787"
Epic Movie,2007,PG-13,26 Jan 2007,86 min,"Four troubled orphans from four separate movie scenarios who are bound together in a wacky chocolate factory after receiving golden tickets to go on an 'epic adventure.' After they escape from the clutches of a very scary Willy Wonka they discover the magical world of 'Gnarnia' through an enchanted wardrobe. There they must seek the help of a randy lion, a hoard of mutants from the x academy, students of witchcraft and wizardry, funky swash-buckling pirates and a mischievous beaver to defeat the evil white bitch!",https://m.media-amazon.com/images/M/MV5BMTA3NDM5ODU3NzleQTJeQWpwZ15BbWU3MDgyMjgyNDE@._V1_SX300.jpg,17,2.4,"110,503",tt0799949,"$39,739,367"
Feast of Love,2007,R,28 Sep 2007,97 min,"A group of friends living in suburban Oregon come into contact with a sensual free spirit of Chloe, who changes their outlook on life in the most unexpected of ways. As college professor and writer Harry sits quietly in the coffee shop of his tight-knit Oregon community, the local residents all around him all become swept up in the magical mischief of love. Coffee shop owner Bradley has a bad habit of looking for love in all the wrong places, and his relationship with wife Kathryn is a prime example of that penchant. Meanwhile, frazzled real estate agent Diana becomes ensnared in a taboo affair with a married man David, lovely newcomer Chloe attempts the formidable task of romancing troubled soul Oscar, and Harry's own wife, Esther, affectionately tries to get through to her husband as he wrestles with the pain of losing a loved one.",https://m.media-amazon.com/images/M/MV5BOTE1NjU3ODkzNV5BMl5BanBnXkFtZTcwMjY2MjE1MQ@@._V1_SX300.jpg,51,6.5,"17,304",tt0800027,"$3,511,074"
Red Dog,2011,PG,18 Sep 2012,92 min,"In the tradition of Hachi: A Dog's Tale (2009), this is the story of a legendary, lovable red dog who roamed the outback looking for his original master, finding his way into the hearts of everyone he meets, bringing people and communities together, some who find love, and others who find themselves. Based on true events.",https://m.media-amazon.com/images/M/MV5BMzM3NTE2NjY5M15BMl5BanBnXkFtZTcwMTY0MzUwNg@@._V1_SX300.jpg,N/A,7.3,"19,787",tt0803061,N/A
Lars and the Real Girl,2007,PG-13,02 Nov 2007,106 min,"In this comedy, Lars Lindstrom is an awkwardly shy young man in a small northern town who finally brings home the girl of his dreams to his brother and sister-in-law's home. The only problem is that she's not real - she's a sex doll Lars ordered off the Internet. But sex is not what Lars has in mind, but rather a deep, meaningful relationship. His sister-in-law is worried for him, his brother thinks he's nuts, but eventually the entire town goes along with his delusion in support of this sweet natured boy that they've always loved.",https://m.media-amazon.com/images/M/MV5BZThiOTA4N2UtNzJiYS00MDI0LWI3OWItYzYxYzU3M2YwM2M4XkEyXkFqcGc@._V1_SX300.jpg,70,7.3,"159,741",tt0805564,"$5,972,884"
The Ramen Girl,2008,PG-13,23 Oct 2008,102 min,"Abby, four years out of college, an aimless child of privilege, comes to Tokyo to be with her boyfriend, who promptly leaves for Osaka. She wants to stay in Tokyo in hopes he'll come back to her, but she's miserable: she speaks little Japanese and has a dull job as a law-firm gopher. She stumbles into the neighborhood ramen shop operated by the aging master chef Maezumi and his wife Reiko. His soup cheers Abby, so she decides to apprentice herself to him. He's uninterested, she's insistent, so he shouts at her and gives her all the cleaning to do. Weeks go by; she's persistent. Will he ever actually teach her to cook? And if he does, will she bring the requisite spirit to the job?",https://m.media-amazon.com/images/M/MV5BYTM2N2ZkNWItMzJlNy00ZDk0LTk4YjYtYjRkMjllZjdlZmQ3XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.3,"11,349",tt0806165,N/A
"New York, I Love You",2008,R,16 Oct 2009,103 min,"Eleven vignettes, all homages to New York City life, are presented. I. Ben (Hayden Christensen), a pickpocket, is attracted to Molly (Rachel Bilson) at first sight, and gets into an interesting ""pissing match"" with Molly's married lover, New York University professor Garry (Andy Garcia). II. Mansuhkhbai (Irrfan Khan), an orthodox Jain diamond wholesaler, and Rifka (Natalie Portman), an orthodox Jewish diamond retailer who is getting married tomorrow, learn that they have more in common than just diamonds. III. David (Orlando Bloom), a musician and music editor for a video being directed by Abarra, is having problems meeting Abarra's demands while he slowly falls for Abarra's assistant, Camille (Christina Ricci), who he's never met, but has only talked to on the telephone solely about work. IV. A young man believes he's made a powerful connection to a stranger, a young woman, in the simple act of lighting her cigarette, and proceeds to convince her of the same and as such that there is a future for them from that point on, and not at some unspecified time down the road. V. A high school senior, who has been dumped by his girlfriend just before senior prom, is given a gift by his local pharmacist, Mr. Riccoli (James Caan), the senior not understanding the full implication of the gift until the full process of prom night is over. VI. Each on their way to their first official date together after what started out solely as a one night stand, Gus (Bradley Cooper) and Lydia (Drea de Matteo) each contemplate not keeping the date. VII. Isabelle (Julie Christie), a retired opera diva, has returned to a hotel where she's stayed many times and where she has strong memories of encounters with a young bellhop. VIII. Brown-skinned Dante (Carlos Acosta) and white-skinned young adolescent Teya (Taylor Geare) spend time together in a park, most outsiders see a manny and his charge, not realizing the true nature of Dante and Teya's relationship. IX. In questioning why one of her elderly Eastern European customers chose her as the wanted subject for his next painting, a young Chinese herbalist may be inspired to create some art of her own. X. Anna (Robin Wright), who meets Alex (Chris Cooper) by chance on the street each going about their individual business, asks him a question, she having an ulterior motive while expecting a totally different reaction from him contrary to her motive... maybe. XI. Abe (Eli Wallach) and Mitzie (Cloris Leachman) are spending their 63rd Wedding Anniversary together, not always harmoniously. Interspersed between these eleven vignettes are even shorter ones, often tying together to another or to one of the eleven primary ones in some manner.",https://m.media-amazon.com/images/M/MV5BMTI3NDYxOTM4OF5BMl5BanBnXkFtZTcwOTEwNTI4Mg@@._V1_SX300.jpg,49,6.2,"48,419",tt0808399,"$1,588,015"
